Brand,Model,Variant,Manufacturing_Year,Driven_Kilometer,Fuel,Number of Owner,Location,Price
Honda,WR-V,1.2 i-VTEC VX MT ,2019,17512,Petrol,1,Bhopal,819199
Maruti,Alto,LXI ,2020,20799,Petrol,1,Bhopal,407699
Renault,Kwid,CLIMBER 1.0 AT ,2017,21212,Petrol,1,Bhopal,460399
Maruti,IGNIS,DELTA 1.2 K12 AMT ,2019,7338,Petrol,1,Bhopal,613699
Maruti,IGNIS,DELTA 1.2 K12 AMT ,2019,34454,Petrol,1,Bhopal,610999
Maruti,Baleno,DELTA 1.2 K12 ,2018,47282,Petrol,1,Bhopal,619599
Maruti,IGNIS,DELTA 1.2 K12 ,2019,31732,Petrol,1,Bhopal,533699
Hyundai,i10,SPORTZ (O) 1.2 AT VTVT ,2017,79116,Petrol,1,Bhopal,553399
Hyundai,GRAND I10 NIOS,Asta Petrol ,2019,21304,Petrol,2,Bhopal,652499
Maruti,800,LXI ,2019,38597,Petrol,1,Bhopal,318499
Ford,FREESTYLE,TITANIUM 1.2 TI-VCT MT ,2018,16203,Petrol,1,Bhopal,556899
Maruti,Swift,LXI ,2018,16072,Petrol,1,Bhopal,562199
Hyundai,i10,MAGNA 1.2 KAPPA VTVT ,2017,19903,Petrol,1,Bhopal,481499
Hyundai,i10,MAGNA 1.2 VTVT ,2016,32783,Petrol,1,Bhopal,411499
Maruti,Ertiga,ZDI PLUS 1.5 DIESEL ,2019,98386,Diesel,1,Lucknow,1057499
Renault,Kwid,1.0 RXT ,2018,62746,Petrol,2,Lucknow,330299
Hyundai,i10,SPORTZ 1.2 KAPPA VTVT ,2017,34113,Petrol,1,Lucknow,436499
Hyundai,Eon,ERA PLUS ,2015,22739,Petrol,1,Lucknow,287299
Maruti,Swift,LXI ,2018,68987,Petrol,1,Lucknow,517999
Mahindra,XUV500,W7 FWD ,2019,83705,Diesel,2,Lucknow,1063699
Hyundai,i20,MAGNA 1.2 ,2016,73677,Petrol,1,Lucknow,464899
Volkswagen,Polo,HIGHLINE PLUS 1.5L DIESEL ,2019,57307,Diesel,1,Lucknow,652399
Maruti,Swift,LXI ,2021,8165,Petrol,1,Lucknow,627999
Maruti,Swift,VXI ,2021,25443,Petrol,1,Lucknow,672399
Maruti,Wagon-R,VXI 1.0 ,2020,4685,Petrol,1,Lucknow,566099
Hyundai,i10,MAGNA 1.2 KAPPA VTVT ,2016,70294,Petrol,2,Lucknow,384549
Volkswagen,Vento,COMFORTLINE TDI AT ,2016,63696,Diesel,1,Lucknow,591899
